Sparse-Clutter-256
0,0,0,41.0,150.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
1,1,0,28.0,225.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
2,2,0,18.0,241.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
3,3,0,163.0,154.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
4,4,0,69.0,30.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
5,5,0,234.0,3.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
6,6,0,17.0,168.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
7,7,0,107.0,161.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
8,8,0,127.0,171.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
9,9,0,15.0,180.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
10,10,0,146.0,127.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
11,11,0,92.0,159.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
12,12,0,133.0,107.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
13,13,0,173.0,165.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
14,14,0,57.0,125.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
15,15,0,233.0,159.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
16,16,0,245.0,155.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
17,17,0,102.0,179.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
18,18,0,255.0,192.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
19,19,0,109.0,135.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
20,20,0,92.0,176.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
21,21,0,220.0,235.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
22,22,0,34.0,118.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
23,23,0,236.0,231.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
24,24,0,116.0,206.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
