a1a3b870-1feb-48a2-a488-a47ffadc3d8c, 10/30/2012
09:27:04, 229, 200, 24
786c0cc3-38ce-426d-9117-bcf759f41b9f, 10/30/2012
09:27:04, 221, 213, 24
7428f04e-925d-4633-aca1-9feae8306666, 10/31/2012
09:27:04, 229, 210, 24
d779b173-b6c6-4082-a963-5c19d3d223af, 7/19/2012
09:27:04, 97, 98, 24
09:27:05, 99, 94, 24
09:27:07, 100, 91, 24
09:27:09, 98, 91, 24
09:27:10, 97, 91, 24
09:27:15, 100, 91, 24
09:27:16, 102, 91, 24
09:27:19, 99, 88, 24
09:27:20, 97, 84, 24
09:27:22, 94, 81, 24
09:27:23, 91, 78, 24
09:27:25, 88, 75, 24
09:27:26, 85, 72, 24
09:27:27, 82, 70, 24
09:27:28, 79, 66, 24
09:27:30, 76, 63, 24
09:27:31, 73, 60, 20
09:27:32, 70, 57, 20
09:27:34, 69, 55, 20
09:27:35, 67, 54, 20
09:27:36, 64, 52, 24
09:27:38, 62, 48, 20
09:27:39, 61, 47, 24
09:27:47, 58, 44, 24
09:27:48, 55, 41, 24
09:27:50, 52, 39, 24
09:27:51, 49, 35, 24
09:27:52, 46, 32, 24
09:27:54, 43, 29, 24
09:27:55, 42, 25, 20
09:27:56, 39, 22, 20
09:27:58, 35, 20, 20
09:27:59, 33, 17, 20
09:28:02, 32, 16, 20
09:28:03, 29, 13, 20
09:28:05, 27, 9, 20
09:28:06, 24, 6, 24
09:28:07, 22, 3, 24
09:28:09, 20, 3, 24
09:28:10, 16, 2, 24
09:28:11, 11, 2, 24
09:28:12, 7, 2, 24
09:28:14, 3, 2, 24
09:28:15, 0, 2, 20
9f0d80b6-7765-434d-bc73-4c2b86e5dc91, 6/7/2012
09:27:04, 117, 99, 20
11:52:08, 116, 99, 20
7b3ab150-0c46-41dc-a315-8c7484f543f9, 10/28/2009
09:36:41, 228, 135, 48
09:36:42, 228, 135, 36
09:36:44, 228, 135, 24
09:48:08, 229, 135, 24
09:48:42, 228, 135, 24
09:48:44, 229, 135, 24
09:48:58, 228, 135, 24
09:49:00, 229, 135, 24
09:49:12, 228, 135, 24
09:49:16, 229, 135, 24
09:49:28, 228, 135, 24
09:49:32, 229, 135, 24
09:49:44, 228, 135, 24
09:49:48, 229, 135, 24
09:50:00, 228, 135, 24
09:50:22, 229, 135, 24
09:53:24, 228, 135, 24
09:53:26, 229, 135, 24
09:53:40, 228, 135, 24
09:53:42, 229, 135, 24
09:53:56, 228, 135, 24
09:54:00, 229, 135, 24
09:54:12, 228, 135, 24
09:54:16, 229, 135, 24
09:54:28, 228, 135, 24
09:54:33, 229, 135, 24
09:54:44, 228, 135, 24
09:54:49, 229, 135, 24
09:55:00, 228, 135, 24
09:55:05, 229, 135, 24
10:05:04, 229, 134, 24
10:06:00, 229, 135, 24
10:06:02, 229, 134, 24
10:06:16, 229, 135, 24
10:06:18, 229, 134, 24
10:07:04, 229, 135, 24
10:07:08, 229, 134, 24
10:07:21, 229, 135, 24
10:07:22, 229, 134, 24
10:07:37, 229, 135, 24
10:07:38, 229, 134, 24
10:08:18, 229, 135, 24
10:08:27, 229, 134, 24
10:08:33, 229, 135, 24
10:08:43, 229, 134, 24
10:08:50, 229, 135, 24
10:08:59, 229, 134, 24
10:09:06, 229, 135, 24
10:09:07, 229, 134, 24
10:09:09, 229, 135, 24
10:09:17, 229, 134, 24
10:09:22, 229, 135, 24
10:09:33, 229, 134, 24
10:09:38, 229, 135, 24
10:09:49, 229, 134, 24
10:09:54, 229, 135, 24
10:10:05, 229, 134, 24
10:10:10, 229, 135, 24
10:10:22, 229, 134, 24
10:10:24, 229, 135, 24
10:11:14, 229, 134, 24
10:11:23, 229, 135, 24
10:11:31, 229, 134, 24
10:11:39, 229, 135, 24
10:11:47, 229, 134, 24
10:11:55, 229, 135, 24
10:12:03, 229, 134, 24
10:12:11, 229, 135, 24
10:12:19, 229, 134, 24
10:12:27, 229, 135, 24
10:12:35, 229, 134, 24
10:12:43, 229, 135, 24
10:12:51, 229, 134, 24
10:12:59, 229, 135, 24
10:13:07, 229, 134, 24
10:13:15, 229, 135, 24
10:13:35, 229, 134, 24
e48f5173-708f-4197-9b24-a5eeed6a7690, 5/16/2011
09:52:06, 126, 253, 24
09:52:09, 126, 253, 20
cd2a70ca-c2f7-442e-8b96-fccbed879636, 10/28/2009
09:55:49, 241, 83, 20
09:56:51, 238, 83, 20
09:56:52, 236, 82, 20
09:56:59, 232, 83, 20
09:57:00, 229, 83, 24
09:57:02, 226, 86, 20
09:57:03, 225, 89, 20
09:57:04, 225, 89, 28
09:57:06, 225, 89, 64
09:57:08, 240, 108, 72
09:57:10, 240, 132, 72
09:57:11, 242, 156, 72
09:57:12, 239, 181, 72
09:57:14, 233, 204, 72
09:57:15, 237, 228, 72
09:57:16, 233, 252, 72
09:57:18, 229, 255, 72
10:42:37, 82, 159, 24
10:42:49, 84, 157, 24
10:42:50, 88, 155, 24
10:42:54, 89, 156, 24
10:42:56, 93, 156, 24
10:42:57, 96, 154, 24
10:42:58, 99, 152, 24
10:43:04, 96, 154, 24
10:43:05, 95, 159, 24
10:43:06, 94, 163, 24
10:43:08, 96, 167, 24
10:43:09, 100, 168, 24
10:43:10, 104, 168, 24
10:43:12, 116, 167, 40
10:43:13, 139, 165, 48
10:43:14, 163, 166, 48
10:43:16, 188, 167, 44
10:43:17, 213, 168, 44
10:43:18, 238, 169, 44
10:43:20, 244, 170, 44
10:43:22, 247, 191, 44
10:43:24, 242, 213, 44
10:43:25, 243, 220, 44
10:44:00, 243, 221, 44
10:44:01, 243, 234, 44
10:44:03, 243, 235, 44
10:44:04, 239, 233, 44
10:44:05, 216, 230, 44
10:44:07, 195, 230, 40
10:44:08, 170, 228, 40
10:44:09, 145, 226, 40
10:44:11, 121, 226, 40
10:44:12, 97, 226, 40
10:44:13, 72, 227, 36
10:44:15, 48, 226, 40
10:44:16, 23, 226, 36
10:44:18, 0, 225, 36
10:44:47, 7, 205, 16
10:44:48, 7, 206, 24
10:44:51, 9, 204, 24
10:44:52, 12, 202, 24
10:44:54, 16, 200, 24
10:44:55, 19, 197, 24
10:44:56, 22, 194, 24
10:44:58, 24, 190, 24
10:44:59, 22, 187, 20
10:45:00, 18, 186, 20
10:45:02, 13, 186, 20
10:45:03, 9, 187, 20
10:45:04, 5, 187, 20
10:45:06, 1, 187, 20
10:45:07, 0, 187, 20
11:04:09, 16, 101, 24
11:04:10, 22, 101, 24
11:04:11, 22, 103, 24
11:04:13, 19, 104, 24
11:04:14, 19, 106, 24
11:04:17, 23, 105, 24
11:04:18, 27, 105, 24
11:04:19, 30, 103, 24
11:04:21, 32, 99, 20
11:04:22, 33, 95, 20
11:04:23, 34, 91, 20
11:04:25, 37, 87, 20
11:04:26, 39, 84, 20
11:04:27, 43, 83, 24
11:04:29, 48, 81, 20
11:04:30, 54, 79, 20
11:04:31, 60, 76, 20
11:04:33, 65, 72, 24
11:04:34, 70, 67, 20
11:04:35, 75, 64, 24
11:04:37, 82, 61, 20
11:04:38, 88, 59, 20
11:04:39, 94, 56, 20
11:04:41, 99, 51, 20
11:04:42, 104, 46, 20
11:04:43, 108, 42, 20
11:04:45, 114, 37, 20
11:04:46, 119, 33, 20
11:04:47, 125, 32, 20
11:04:49, 131, 36, 20
11:04:50, 136, 40, 20
11:04:51, 142, 44, 20
11:04:53, 148, 46, 24
11:04:54, 154, 44, 20
11:04:55, 160, 41, 20
11:04:57, 165, 36, 20
