H-Environment-512
1,1,0,154.0,0.0,20.0,0.0,0.0,0.0,99.0,99.0,50.0,PrimBox,
2,2,0,154.0,99.0,20.0,0.0,0.0,0.0,99.0,99.0,50.0,PrimBox,
3,3,0,154.0,198.0,20.0,0.0,0.0,0.0,99.0,48.0,50.0,PrimBox,
3,3,0,253.0,0.0,20.0,0.0,0.0,0.0,99.0,99.0,50.0,PrimBox,
4,4,0,253.0,99.0,20.0,0.0,0.0,0.0,99.0,99.0,50.0,PrimBox,
5,5,0,253.0,198.0,20.0,0.0,0.0,0.0,99.0,48.0,50.0,PrimBox,
5,5,0,352.0,0.0,20.0,0.0,0.0,0.0,6.0,99.0,50.0,PrimCylinder,
6,6,0,352.0,99.0,20.0,0.0,0.0,0.0,6.0,99.0,50.0,PrimCylinder,
7,7,0,352.0,198.0,20.0,0.0,0.0,0.0,6.0,48.0,50.0,PrimCylinder,
7,7,0,154.0,266.0,20.0,0.0,0.0,0.0,99.0,99.0,50.0,PrimBox,
8,8,0,154.0,365.0,20.0,0.0,0.0,0.0,99.0,99.0,50.0,PrimBox,
9,9,0,154.0,464.0,20.0,0.0,0.0,0.0,99.0,48.0,50.0,PrimBox,
9,9,0,253.0,266.0,20.0,0.0,0.0,0.0,99.0,99.0,50.0,PrimBox,
10,10,0,253.0,365.0,20.0,0.0,0.0,0.0,99.0,99.0,50.0,PrimBox,
11,11,0,253.0,464.0,20.0,0.0,0.0,0.0,99.0,48.0,50.0,PrimBox,
11,11,0,352.0,266.0,20.0,0.0,0.0,0.0,6.0,99.0,50.0,PrimCylinder,
12,12,0,352.0,365.0,20.0,0.0,0.0,0.0,6.0,99.0,50.0,PrimCylinder,
13,13,0,352.0,464.0,20.0,0.0,0.0,0.0,6.0,48.0,50.0,PrimCylinder,
