Dense-Clutter-256
0,0,0,166.0,3.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
1,1,0,81.0,235.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
2,2,0,201.0,180.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
3,3,0,33.0,76.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
4,4,0,33.0,56.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
5,5,0,200.0,215.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
6,6,0,127.0,184.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
7,7,0,105.0,249.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
8,8,0,180.0,190.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
9,9,0,222.0,15.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
10,10,0,9.0,233.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
11,11,0,174.0,15.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
12,12,0,182.0,146.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
13,13,0,92.0,200.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
14,14,0,22.0,155.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
15,15,0,203.0,117.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
16,16,0,255.0,73.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
17,17,0,62.0,47.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
18,18,0,12.0,166.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
19,19,0,160.0,89.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
20,20,0,161.0,98.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
21,21,0,3.0,188.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
22,22,0,55.0,107.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
23,23,0,141.0,133.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
24,24,0,193.0,245.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
25,25,0,183.0,156.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
26,26,0,0.0,167.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
27,27,0,85.0,41.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
28,28,0,80.0,221.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
29,29,0,210.0,67.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
30,30,0,162.0,223.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
31,31,0,2.0,201.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
32,32,0,146.0,231.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
33,33,0,26.0,124.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
34,34,0,207.0,131.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
35,35,0,177.0,69.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
36,36,0,167.0,200.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
37,37,0,36.0,108.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
38,38,0,58.0,48.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
39,39,0,109.0,32.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
40,40,0,144.0,205.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
41,41,0,35.0,120.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
42,42,0,5.0,161.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
43,43,0,125.0,113.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
44,44,0,94.0,136.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
45,45,0,27.0,245.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
46,46,0,114.0,52.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
47,47,0,201.0,55.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
48,48,0,137.0,246.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
49,49,0,180.0,14.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
50,50,0,105.0,34.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
51,51,0,61.0,237.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
52,52,0,157.0,214.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
53,53,0,53.0,93.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
54,54,0,169.0,185.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
55,55,0,77.0,153.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
56,56,0,180.0,55.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
57,57,0,109.0,5.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
58,58,0,186.0,71.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
59,59,0,2.0,186.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
60,60,0,114.0,119.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
61,61,0,136.0,95.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
62,62,0,241.0,137.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
63,63,0,48.0,196.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
64,64,0,123.0,38.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
65,65,0,36.0,135.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
66,66,0,33.0,188.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
67,67,0,192.0,31.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
68,68,0,143.0,155.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
69,69,0,22.0,77.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
70,70,0,199.0,174.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
71,71,0,43.0,197.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
72,72,0,206.0,42.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
73,73,0,184.0,101.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
74,74,0,205.0,108.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
75,75,0,152.0,253.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
76,76,0,209.0,64.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
77,77,0,188.0,214.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
78,78,0,51.0,103.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
79,79,0,50.0,215.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
80,80,0,135.0,225.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
81,81,0,193.0,251.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
82,82,0,57.0,55.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
83,83,0,166.0,89.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
84,84,0,30.0,58.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
85,85,0,68.0,170.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
86,86,0,216.0,75.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
87,87,0,239.0,137.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
88,88,0,85.0,92.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
89,89,0,155.0,57.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
90,90,0,164.0,44.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
91,91,0,201.0,188.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
92,92,0,5.0,65.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
93,93,0,16.0,137.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
94,94,0,111.0,48.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
95,95,0,126.0,232.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
96,96,0,186.0,174.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
97,97,0,85.0,81.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
98,98,0,52.0,177.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
99,99,0,232.0,202.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
100,100,0,178.0,160.0,20.0,0.0,0.0,0.0,10.0,10.0,50.0,PrimBox,
