Zig-Zag-256
0,0,0,50.0,0.0,20.0,0.0,0.0,0.0,10.0,99.0,50.0,PrimBox,
1,1,0,50.0,99.0,20.0,0.0,0.0,0.0,10.0,99.0,50.0,PrimBox,
2,2,0,50.0,198.0,20.0,0.0,0.0,0.0,10.0,33.0,50.0,PrimCylinder,
2,2,0,150.0,0.0,20.0,0.0,0.0,0.0,10.0,99.0,50.0,PrimBox,
3,3,0,150.0,99.0,20.0,0.0,0.0,0.0,10.0,99.0,50.0,PrimBox,
4,4,0,150.0,198.0,20.0,0.0,0.0,0.0,10.0,33.0,50.0,PrimCylinder,
4,4,0,100.0,25.0,20.0,0.0,0.0,0.0,10.0,99.0,50.0,PrimBox,
5,5,0,100.0,124.0,20.0,0.0,0.0,0.0,10.0,99.0,50.0,PrimBox,
6,6,0,100.0,223.0,20.0,0.0,0.0,0.0,10.0,33.0,50.0,PrimCylinder,
6,6,0,200.0,25.0,20.0,0.0,0.0,0.0,10.0,99.0,50.0,PrimBox,
7,7,0,200.0,124.0,20.0,0.0,0.0,0.0,10.0,99.0,50.0,PrimBox,
8,8,0,200.0,223.0,20.0,0.0,0.0,0.0,10.0,33.0,50.0,PrimCylinder,
